chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr1	69511	13225047	-2.00083953610375e-05	948	0.0437303558945275	0.484140675738423	30098	0.16282667576755	1	1	0	-6.81332161899567
chr1	13225068	13242286	0.498668601338705	12	0.172289573015017	0.431127816101602	81	0.231898169701943	2	1	1	-6.85138044011059
chr1	13245496	15690069	0.000798201055716985	128	0.0518895085725581	0.481846409620716	3354	0.177705740063548	1	1	0	-6.73961288684656
chr1	15727156	16410051	0.499038520942071	151	0.0887015961340769	0.953623273397381	4716	0.300672697152671	2	1	1	-6.73310762999693
chr1	16475775	16942249	0.348883741186393	202	0.110618523921581	0.938688946906344	2264	0.295720895585702	3	2	1	-7.26208619229025
chr1	16946998	60750481	0.498915098148309	2832	0.0939427713174579	0.980550834990599	133539	0.342333295645917	2	1	1	-6.91755152450841
chr1	61088129	61833679	0.449047318783211	27	0.19845790098038	0.714044764580298	786	0.35389935028721	2	1	1	-7.05492100073697
chr1	61864321	120548404	0.498902608388587	1793	0.0898611878331716	0.979723662652622	82745	0.333085190394746	2	1	1	-6.97677717567607
chr1	120578712	121530950	0.373643832465526	26	0.153057781949774	0.959616722315538	728	0.318254378368604	2	1	1	-7.11669626880399
chr1	123926271	143474978	0.327551935681244	32	0.124453575843857	0.856575404212413	732	0.440680818193797	2	1	1	-8.32024618260736
chr1	143542957	146140091	0.49882747339657	100	0.114273478457549	1.86649299010295	5981	0.61614143839176	4	2	2	-6.73478737493991
chr1	146329159	146738575	0.0213217556856584	10	0.0584313462297611	0.948097479601799	365	0.394019475040033	2	2	0	-6.81190933582172
chr1	146757826	149475955	0.329824518671492	195	0.108773176194183	1.51884009758886	5470	0.612657427944797	3	2	1	-6.74990875056682
chr1	149562398	150308908	0.0216786879907547	55	0.0627256223859413	1.00378913641175	2679	0.327583957358624	2	2	0	-6.81535832463341
chr1	150318165	157527370	0.334903544690556	1065	0.0968639305340836	1.43307196796245	55371	0.473699300529646	3	2	1	-6.73337509295457
chr1	157534328	158755932	0.028487789818497	94	0.0270537755573181	0.982662850595598	3892	0.255729846042828	2	2	0	-7.34486111239919
chr1	158860900	159515206	0.335505789737559	36	0.103512348776396	1.44339300410577	1619	0.47289732212764	3	2	1	-6.73348011193396
chr1	159535507	164966040	0.498885360077968	444	0.0895811619532922	1.86680723431603	22239	0.670744257773769	4	2	2	-6.73606240524322
chr1	164974452	166304029	0.0345489579892578	64	0.059523496427748	0.979690158361911	1586	0.358937905546502	2	2	0	-6.93358359764398
chr1	166352787	168495544	0.333856065406859	149	0.101742050141102	1.44009726156559	5928	0.499612552322555	3	2	1	-6.73337607393609
chr1	168523519	169114868	0.0294921046389469	23	0.0389894583908606	0.977091890906259	413	0.379244023888498	2	2	0	-7.059679158999
chr1	169247207	176377376	0.330443574914546	368	0.105112634110851	1.60105625506846	18138	0.669232894746743	3	2	1	-6.85504609650239
chr1	176690327	177819987	0.0162072684315536	15	0.024315975544211	0.940774275285523	1089	0.253132194780157	2	2	0	-6.98999745800123
chr1	177936334	184983129	0.331206665975071	531	0.105563527396801	1.53153943169788	21344	0.574219764836197	3	2	1	-6.79470889427598
chr1	185090186	188393052	0.47858314063708	177	0.0947460561942048	1.92645854489517	7940	0.751440948081308	4	2	2	-6.76398011890404
chr1	188572863	189905463	0.0315064603359825	20	0.0869491684533949	1.02780674093446	327	0.578280701402077	2	2	0	-6.8246419817614
chr1	189989860	204449811	0.327387097200436	854	0.101869604338169	1.45197727303228	33095	0.49316454309799	3	2	1	-6.74445114096129
chr1	204454055	206124163	0.498932740902795	143	0.092468180604509	1.13215112076186	6412	0.40482077571785	2	1	1	-6.91051997208059
chr1	206393536	206482075	0.00202711158677749	14	0	0.51739524806736	351	0.149119919182885	1	1	0	-Inf
chr1	206492563	208889662	0.499039587991862	119	0.0818624537275473	0.959395751590568	5378	0.297213619211059	2	1	1	-6.73398308080722
chr1	208902587	213007021	0.0522020280307021	138	0.0782849687850138	0.52411608324401	4884	0.185838303991038	1	1	0	-7.58139147612878
chr1	213144453	214741496	-0.000876525778915199	49	0.095005263012109	0.971726100079379	2105	0.320455223561695	2	2	0	-6.73684228499201
chr1	214889375	216325650	0.0777572270734477	28	0.0768838538584467	0.517994377940569	1396	0.155448050322336	1	1	0	-7.53370931594793
chr1	216418661	222664874	0.499052836774073	210	0.0887877236838806	0.982191838570426	6894	0.366204526929441	2	1	1	-6.75948656517976
chr1	222712777	224560736	0.0583431866235915	112	0.0613300818639715	0.507407573450838	2930	0.176201632486464	1	1	0	-7.37262930903344
