chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr1	183697	2590953	0.498879668590071	479	0.0840885238844036	0.852265813054381	13465	0.252336173499369	2	1	1	-6.78214223605677
chr1	2652252	2654210	0.194619900755403	9	0.117627708375951	1.52646764057098	79	0.262429726300868	8	7	1	-6.73494416020639
chr1	2812156	121174642	0.498925808877409	6417	0.0885709623377681	0.868890438467	272048	0.325124740243394	2	1	1	-8.77511256182268
chr1	125091680	143534508	0.492397228773103	20	0.13404629011926	1.63959715867583	669	0.515412005143942	6	3	3	-6.73514635263294
chr1	143542957	204746554	0.421071599890193	3432	0.088248230940425	0.975001492428411	160976	0.340445121326397	3	2	1	-7.37563478394303
chr1	204816222	232515121	0.271347202645023	1076	0.107456562082096	0.570359976338039	42643	0.192563077907492	1	1	0	-8.21191636527021
chr1	232745636	248916508	0.42243795788701	1179	0.0963619718512932	0.958552506423977	35523	0.372655440958573	3	2	1	-7.03484920391251
chr2	119437	8995804	0.498819976948468	242	0.100843495149874	0.850100771233303	7747	0.356944409258361	2	1	1	-6.81342173275791
chr2	9062328	16196625	0.27481764236325	247	0.119258737857706	0.654299739015794	9176	0.310334780591072	1	1	0	-7.10452879940124
chr2	16255892	17911343	0.309279657259569	71	0.122795480290926	1.58370753802618	2360	0.862623540577831	5	4	1	-6.77262567933595
chr2	18086230	22865146	0.278726462941672	98	0.107423763817002	0.689670663001775	4208	0.330191021379536	1	1	0	-7.27158645322973
chr2	22918520	27230340	0.452823730246131	231	0.0984667327530607	0.928494083130046	15644	0.547544113859408	3	2	1	-6.98746732397597
chr2	27232858	33919000	0.262244748250444	380	0.109102940368261	0.641680772032219	15532	0.210549530591529	1	1	0	-7.23144430727809
chr2	33927393	41116973	0.498826480946751	328	0.0938744942770207	1.10237394782599	12305	0.499235974065444	4	2	2	-6.92890720235791
chr2	41306979	44406736	0.261446898467481	130	0.100403844357856	0.665849955758702	5567	0.266970588119915	1	1	0	-7.21508632588576
chr2	44408315	45976657	0.316649044316013	75	0.0992373621881096	1.31007215712574	2005	0.643817577873211	4	3	1	-6.75520108547166
chr2	45984519	49606154	0.498778254793867	179	0.0979213664075477	0.890880188135482	6636	0.333012745369864	2	1	1	-6.89108850885556
chr2	49733674	54642769	0.260314492052473	92	0.102873153980241	0.672888287066017	3718	0.285870878509897	1	1	0	-7.3595474905149
chr2	54650009	65222725	0.426930482451066	383	0.100080858045737	0.954428214669729	17052	0.41570715671429	3	2	1	-6.94296562349199
chr2	65251237	79002458	0.498867142507227	685	0.0901804623253014	1.03055477819282	28332	0.382023028609673	3	2	1	-7.40321841482813
chr2	79025902	91987791	0.42737622854907	510	0.0967256759747546	0.839938469304719	16370	0.311041226590432	2	1	1	-7.13523643237349
chr2	94199564	235777034	0.49891157220683	5008	0.094159658803277	0.831345450425468	226307	0.327008399068379	2	1	1	-7.08923874097078
chr2	235799237	236787661	0.263759838031301	40	0.112439339771297	0.643821363376333	1131	0.245066312879171	1	1	0	-6.96370422828009
chr2	237015109	242183383	0.498857823668988	511	0.0862558751986955	0.836124903625017	16303	0.26448278812996	2	1	1	-6.76659490264019
chr3	39491	90208408	0.406418309216267	3309	0.0964324760447298	0.784448224638626	148307	0.268434288695619	2	1	1	-8.10360690881419
chr3	91373993	198139918	0.402365305854318	3954	0.0968407093535806	0.782461311687072	151287	0.273414317452442	2	1	1	-8.3604977452685
chr4	46210	3130521	0.498815312772953	409	0.0951825531854086	0.835994794675859	14030	0.285948230398812	2	1	1	-6.75005963713474
chr4	3131151	8635288	0.498871790672433	585	0.0880398743893708	0.922801959921634	14272	0.326290459854308	2	1	1	-7.19036716018807
chr4	8635477	9755290	0.351199776718393	118	0.114509032011822	0.907906941839907	1424	0.402549403779537	3	2	1	-6.88974542247209
chr4	9757629	48681122	0.498881349806877	1110	0.0923382374548268	0.940231143562955	44780	0.374673360118418	3	2	1	-8.32606241325557
chr4	49092094	49709420	0.28120767607807	155	0.130124144906153	1.04682979461211	1634	0.702279364538795	5	4	1	-6.80718747074736
chr4	52019155	79408189	0.498902420859357	1148	0.0880645942348403	0.92400513553566	38181	0.350660470991055	2	1	1	-8.36719551270304
chr4	79907586	110312157	0.405237487401372	885	0.0973580041257746	0.788094717872633	35753	0.28081465207191	2	1	1	-7.47624906755606
chr4	110312255	117734777	0.268734190273491	162	0.102450743755704	0.621106965314322	5580	0.222086808643275	1	1	0	-6.98722404356821
chr4	117834430	120816233	0.498828498957652	114	0.0901725480284744	0.995892266592346	4495	0.379079476534657	2	1	1	-7.20421115725237
chr4	120816684	144808676	0.498832080148859	625	0.0982552846624677	0.83297737987882	22467	0.325460429708716	2	1	1	-6.80898817812233
chr4	144808804	165694301	0.35699014360099	764	0.106223934360184	1.13155640405518	30801	0.500327601589616	4	3	1	-7.08732601635915
chr4	165701412	174304301	0.244137006892699	246	0.119252037990098	0.847139669902117	7764	0.331617158219478	2	2	0	-6.8095906777004
chr4	174316257	190179679	0.3715226627028	881	0.112735778723325	1.09473835888738	23625	0.4600065939221	3	2	1	-6.9790950679407
chr5	74968	292404	0.10535247856684	176	0.070233872530634	3.27611912992641	2551	1.70161773834306	17	16	1	-6.73486147668209
