chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr1	191870	1739131	0.390285520455908	171	0.0930090093323946	0.752503970268114	8173	0.231291305065314	3	2	1	-6.73459307169729
chr1	1842235	16490636	0.182266853294976	1014	0.107561405355847	0.717995840332031	44422	0.252820937548456	3	3	0	-7.10338547951338
chr1	16508139	16947199	0.477186276572969	206	0.132546603619958	0.813380043913149	2679	0.336478593172864	4	2	2	-6.78494350385372
chr1	17087810	36396694	0.189585058282164	1072	0.1051213472987	0.715696810012544	63086	0.250034985112151	3	3	0	-7.28112972829059
chr1	36406249	42610822	0.241710075999128	269	0.108567733360658	0.581446391259343	13708	0.19647006251622	2	2	0	-6.8018966536329
chr1	42615599	121012900	0.175673292843491	1933	0.105246149379771	0.749925095926736	114926	0.257862324082218	3	3	0	-6.80491871870633
chr1	124514134	143222042	0.498219058289324	16	0.174750190748584	1.89388380364528	784	0.634703842875648	10	5	5	-6.73374187954153
chr1	143231355	227434663	0.110334371927563	4008	0.0806185764232788	1.20077256147731	233190	0.432623660635008	6	6	0	-7.00750617768663
chr1	227493134	227654280	0.13211947114899	9	0.114012182584923	1.22937456807835	223	0.428904586576711	5	5	0	-6.74306822092213
chr1	227800351	248022649	0.112737609380898	1191	0.082582555983276	1.19567004846666	52704	0.452000788993084	6	6	0	-6.8131878436213
chr1	248084284	248945575	0.383519612732312	17	0.147035084848721	1.19866525558659	2611	0.299531806587271	6	4	2	-6.74475835884496
chr2	171467	91987666	0.314151310845327	2752	0.105374781522094	0.944920026392895	150369	0.343031802832282	4	3	1	-7.09312855262107
chr2	94190317	214959258	0.32414581016477	3155	0.106525058895513	0.968154277729993	183537	0.340747586749515	4	3	1	-8.09794998151275
chr2	214968691	242120118	0.174794749129143	1231	0.0950245267515361	0.765958393403462	60425	0.255715519462272	3	3	0	-6.76636330851154
chr3	10368	90613961	0.323016028206015	2671	0.107108467714637	0.916372044649267	160087	0.319487601979903	4	3	1	-6.73609671922797
chr3	91404436	198056766	0.324972738596635	3343	0.105587312409534	0.938643396659479	163240	0.330052687360207	4	3	1	-6.99692742614116
chr4	46210	49711661	0.405976480899788	1639	0.101860641301941	0.864755471016014	69650	0.309411015878293	4	3	1	-8.05362172339705
chr4	51848078	190179679	0.400962228566476	3191	0.101038738785	0.893360957203461	149252	0.317324170617919	4	3	1	-7.63365287820302
chr5	161693	795926	0.206767816982455	53	0.112255976272974	0.719830895288397	2308	0.20860362134247	3	3	0	-6.7868763448025
chr5	795949	1285859	0.499024829264872	65	0.0733658574437833	1.17995426699938	2956	0.328403768407693	6	3	3	-6.739974570079
chr5	1362933	3818050	0.2440372387686	66	0.11885598815687	0.704662829397541	1955	0.271385094919142	3	3	0	-6.99942454537999
chr5	3866019	5393967	0.340156319130125	45	0.137996640275308	1.08043058792389	1089	0.570484875216957	4	3	1	-6.81391330242723
chr5	5408461	24537372	0.228702842370834	302	0.113119730364446	0.607875312874559	12556	0.231158468679454	2	2	0	-6.80955640144252
chr5	24574181	45847891	0.498769887791023	451	0.110107617136892	0.850029740397937	24388	0.356086411744187	4	2	2	-7.28384935887313
chr5	49600535	181281775	0.385061194731391	3527	0.102520024491294	0.760793663386359	174025	0.267906804825357	3	2	1	-6.7581595974583
chr6	171132	311496	0.142462227065431	9	0.166402373781145	1.53869963563733	330	0.778559346734457	10	9	1	-6.74412307428116
chr6	335251	375460	0.499140099145296	16	0.0708660708661063	1.27892732076776	267	0.459157458975218	6	3	3	-6.73322399707631
chr6	375488	3144592	0.0812044341780973	201	0.0841266183229052	1.70288952171449	6792	0.758810801438272	9	9	0	-6.73367861277821
