chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr1	133160	121564715	0.3847448323741	5545	0.097453381276803	0.864704116450874	304512	0.286250212454493	3	2	1	-7.12800163176593
chr1	125094663	145694663	0.293211836262521	38	0.138571856151283	0.813411352466101	2006	0.329412476069529	3	2	1	-7.16270561474434
chr1	145853720	241180074	0.38397616504183	4415	0.0989057905873885	0.852598333553917	225936	0.272449250194481	3	2	1	-6.77849330616218
chr1	241186819	242114828	0.298928996594962	59	0.139276054667905	0.468086001335178	1496	0.172020624640272	1	1	0	-6.73996767217644
chr1	242183643	248945592	0.385661702801626	339	0.105390577611548	0.824548850865862	14328	0.278619976226859	3	2	1	-6.76753629940796
chr2	41366	92007009	0.374448358444366	3931	0.0989557131229078	0.86729160292177	155535	0.303391504348333	3	2	1	-7.08838065108889
chr2	94199373	242183443	0.392924982733319	4467	0.100600654073875	0.857440603918917	256674	0.278778968801742	3	2	1	-6.93279717967991
chr3	27782	90613961	0.428097928906243	4489	0.0944869805657266	1.24857240515789	225950	0.441182572126376	5	3	2	-6.78797442421343
chr3	91396126	130083204	0.419942973838764	1879	0.0891167368215297	1.23418730276924	81742	0.432308474438236	5	3	2	-6.73385019362813
chr3	130083211	130158539	0.250507509117389	37	0.133297590930023	1.38043918302391	190	0.523757924408475	5	4	1	-6.74250755039673
chr3	130178104	198111126	0.434361326073675	3524	0.0960780160842716	1.24146743228186	145308	0.462010604069607	5	3	2	-6.75563784827083
chr4	14018	48609132	0.498903544601223	2628	0.0910695563321396	1.05230105531663	88012	0.364350865214757	4	2	2	-6.76949861249798
chr4	48609912	49711699	0.378392654564062	175	0.138615575247334	0.928017974354518	2273	0.366728490016	3	2	1	-6.77660430163068
chr4	51995997	190179679	0.498920669760149	4497	0.0897472498195381	1.03162378178432	189006	0.377315500764118	4	2	2	-6.76100094937812
chr5	44922	1309789	0.317251006784566	295	0.105083345331976	1.52241993077322	8927	0.488457541129951	7	5	2	-6.74541620592694
chr5	1320607	30365610	0.21064158334327	520	0.115117736432926	0.666091578144473	19192	0.323018731735562	2	2	0	-6.79627562862624
chr5	30403102	36855411	0.181315735469093	539	0.10965481047036	2.52562342214731	29071	1.26874162530096	12	10	2	-6.7539426406032
chr5	36857488	40252996	0.313690113456028	121	0.107656097827522	1.60040254342348	10749	0.731983595515619	7	5	2	-6.73636245280889
chr5	40279593	40806733	0.127962759536262	40	0.123917981042466	3.6013998357546	2058	1.79606744037935	19	17	2	-6.73446776553333
chr5	40808844	46206800	0.49878498211147	115	0.12321407514673	1.18707147832899	7589	0.683633876143303	4	2	2	-6.85397871986118
chr5	49599598	49661790	0.495517413285595	50	0.145493845861856	0.831653024926601	517	0.350843106071495	4	2	2	-6.74855757355424
chr5	49661820	132691304	0.498901819317559	2444	0.0908977184855594	1.04151775361103	111879	0.37761960839745	4	2	2	-6.7354948884611
chr5	132699880	181286981	0.498916535827428	2157	0.083911559161587	1.05088183056055	131509	0.35301500102665	4	2	2	-6.76422827429056
chr6	175346	10895820	0.268765756875266	828	0.112119228945516	1.87150368486323	34724	0.848360521555054	8	6	2	-6.75891220652163
chr6	10906023	26895459	0.35690446900695	961	0.103260377233559	1.46682061531392	44763	0.612360139587666	6	4	2	-6.7585163609513
chr6	26903605	31104523	0.333180025144942	844	0.0946079358848161	1.58450537721758	29591	0.511934172029454	7	5	2	-6.7465779513307
chr6	31104876	31869473	0.287997326658751	350	0.0969987899709733	1.71463456584411	12584	0.548338690070973	8	6	2	-6.73753573223914
chr6	31869500	32660710	0.348407214421318	229	0.109938843101067	1.46725005450857	10151	0.391641217062711	6	4	2	-6.74887885204101
chr6	32660818	33772548	0.36516624879388	442	0.0878349614545367	1.45648068123056	13205	0.406841424776809	6	4	2	-6.73506280681765
chr6	33772605	35762345	0.325893499098347	126	0.129857055476947	1.78196909129418	14400	0.760922730944927	7	5	2	-6.75320411005248
chr6	35762425	58419230	0.358390881013891	1341	0.105951375581238	1.47729099006972	82904	0.54601955868453	6	4	2	-6.79544285084016
chr6	60254411	64778699	0.355494191243635	153	0.107170184689643	1.55799975943321	4847	0.689048764267993	6	4	2	-6.78312988627925
chr6	64886866	170594646	0.198118433736021	2545	0.108146123739859	0.651710589896749	115961	0.219479426544154	2	2	0	-6.74361338334865
chr7	31439	4132182	0.204199433886081	405	0.104276045866711	0.681188370672183	11380	0.333733074137039	2	2	0	-6.77132212738868
chr7	4145960	4832392	0.319295785377334	133	0.110378700424515	1.58307184374024	4258	0.743984109867108	7	5	2	-6.73354525607336
chr7	4898063	6621981	0.45287739953751	238	0.107314992206998	1.66241080369388	15458	0.85107847968829	7	4	3	-6.74221953246884
chr7	6631064	10029100	0.196873577125748	256	0.106575858371502	2.47742642711541	10151	1.2355506930488	12	10	2	-6.73627438493969
chr7	10325066	13455437	0.403147253712345	112	0.0974858469086172	1.38097183865061	4410	0.539384850431095	6	4	2	-6.83117912742475
chr7	13622653	32224099	0.195595354851846	485	0.102308850019761	0.652961498257609	21204	0.231027706530441	2	2	0	-6.73816408743331
chr7	32238049	34161219	0.351049988878331	88	0.106527535674324	1.4767181485783	4956	0.588562109098026	6	4	2	-6.74718728964838
chr7	34440733	51449696	0.186252209584538	592	0.105230242742969	0.657658601813268	24091	0.210064892493889	2	2	0	-6.762055927943
chr7	51494210	58091518	0.206891474469059	300	0.128688452011668	0.668578394244817	7014	0.250961647304144	2	2	0	-6.76640326968794
chr7	60981598	128731361	0.395548623099901	3270	0.107075456037168	0.860817914531881	129481	0.296498596208219	3	2	1	-6.87270482287984
chr7	128798230	128917352	0.193327214209941	41	0.101638359380506	0.654547888736923	1735	0.150278656389757	2	2	0	-6.74094397768097
chr7	128942604	159260906	0.399499526131867	1802	0.0987482767514655	0.852879166262466	69133	0.277715198515756	3	2	1	-6.75917446875089
chr8	311290	43164676	0.366501957131818	3000	0.104006450648949	1.42459068984648	116614	0.579056215015792	6	4	2	-6.73321790761715
chr8	46579642	145037262	0.366642314026695	3933	0.0996590982424457	1.42484945490774	206726	0.556781796308659	6	4	2	-6.73329393832247
chr9	146873	34835276	0.385565886817618	1238	0.103481795368922	0.853137180477736	43620	0.29380316693377	3	2	1	-6.74968449978726
chr9	34840457	35753901	0.203462272715416	48	0.0894819209918806	0.724017617237682	5354	0.215492791602826	2	2	0	-6.8552336081566
chr9	35792426	42405487	0.410845825580064	410	0.116818080813756	0.856468038147769	10696	0.299683669388976	3	2	1	-6.7664175338873
chr9	60521830	138214444	0.391896582767351	3420	0.10212494964021	0.863829277975258	174733	0.282743408022463	3	2	1	-6.9765941513142
chr10	139936	39131435	0.197697857498835	1719	0.112166375989441	0.652699470475169	52843	0.227857447586471	2	2	0	-6.73599918508411
chr10	41859953	133787147	0.200206935252702	3378	0.110364328721144	0.655493737660102	145159	0.218384505183183	2	2	0	-6.74671193587858
chr11	192997	50553108	0.498923818735719	3090	0.0819963753603227	1.04061665134244	129836	0.33129910366406	4	2	2	-6.73396999258128
chr11	54591798	135055593	0.387882076239663	3139	0.0946769821290946	0.855127103117469	200188	0.264943947189624	3	2	1	-6.81023091538273
chr12	13488	34523014	0.386039833977156	2320	0.100689779206751	0.856560800464225	76928	0.286981737058296	3	2	1	-6.77097070176955
chr12	37540858	50788339	0.38100966512821	722	0.0882853933536667	0.854972043354009	33198	0.263929857321953	3	2	1	-6.74749934766712
chr12	50794551	52790707	0.499070946597742	353	0.0737953700957337	1.05478639730804	12279	0.339923244500715	4	2	2	-6.73554029552627
chr12	52804897	133234117	0.390026776940619	3394	0.0999608316807784	0.858847170421341	187377	0.286620952634617	3	2	1	-6.86311510495831
