chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr1	13273	16975429	0.498889531771775	2666	0.104602140913006	0.990601818937755	78762	0.335272275425191	2	1	1	-6.77696475901043
chr1	16985387	123177111	0.498925187766017	7294	0.0971101355170429	0.978327694595401	287076	0.357311284181555	2	1	1	-6.77897751242093
chr1	123755777	143838930	0.482799001636066	27	0.116171268103449	0.916951527462193	1074	0.321538176273227	2	1	1	-7.0814015551805
chr1	143880545	248945592	0.498927190270072	8041	0.0953394430877447	0.989476909159312	294271	0.340059751945442	2	1	1	-6.96343171127664
chr2	188171	92075324	0.498896865872679	5066	0.10167180683352	0.987238407933837	191422	0.356826146597741	2	1	1	-6.8806857748497
chr2	94190317	242183364	0.498925458167366	8270	0.0979030493661272	0.973190647401542	309774	0.352610903162453	2	1	1	-6.74664559599854
chr3	10374	90303819	0.498912044688899	5117	0.10002652591557	0.989210910934434	201356	0.342061534211489	2	1	1	-6.92498616116182
chr3	91373993	198139510	0.498915549568233	6021	0.0997482259217154	0.971581475272312	204142	0.348139268348428	2	1	1	-6.73696499653798
chr4	13970	48986433	0.498897584006432	3254	0.100950631342084	0.963333296097308	91105	0.347452917053019	2	1	1	-6.74133672130169
chr4	48986688	49711644	0.444199000550548	210	0.134071879005375	0.975226312674133	2036	0.342231131019029	2	1	1	-6.83535884354406
chr4	51819050	190179679	0.498903317534241	5249	0.0990328973169773	0.955403129102812	198708	0.375183482515017	2	1	1	-6.84791127433854
chr5	44595	1225561	0.276545818238631	177	0.119057378114559	0.941380388291894	5568	0.473989342975799	2	2	0	-7.1063374081405
chr5	1253629	4437013	0.333230880874742	177	0.122266165457646	1.18117769503243	4394	0.561663110124451	3	2	1	-6.85330040336017
chr5	4642041	16214692	0.34520961841211	681	0.111553180733734	1.34261131009694	19467	0.577530871256576	3	2	1	-6.83551841089347
chr5	16329471	17729178	0.216305992742002	223	0.113229522014346	2.16246313542881	6933	0.999718315793584	6	5	1	-6.73383323853925
