chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr1	284929	1842235	0.302105524431921	176	0.098429820737364	0.831384737026232	9027	0.320388457720532	4	3	1	-7.00963900040552
chr1	1891013	12883169	-0.000231154745415851	635	0.0215906576250926	0.767940187796382	35228	0.262939251069695	3	3	0	-7.50155258352977
chr1	12902192	13318452	0.0182869669588877	49	0.139672755902848	0.691419282281092	476	0.252912474944018	3	3	0	-6.7436239215683
chr1	13368078	16490636	0.00202669450044607	347	0.0364184087343802	0.735142388003854	10012	0.259537319925618	3	3	0	-6.80965337924167
chr1	16507983	16947199	0.49859844315415	205	0.156463556995305	0.875726524932937	2671	0.321659609414642	4	2	2	-6.7423926806698
chr1	17087810	36394549	-5.15037557989317e-05	1118	0.0478596421143319	0.765688911083979	66153	0.266000828603672	3	3	0	-7.89047339628728
chr1	36410976	42533008	-0.00122743438204415	235	0.0266931108652935	0.477966339401378	12071	0.163365130835235	2	2	0	-6.83380410359301
chr1	42577929	114759773	-0.000681078198819574	1881	0.0273645093094043	0.763420985333232	108497	0.258831377152964	3	3	0	-9.75971907615705
chr1	114828440	121012900	0.00766912655169927	85	0.119055726894772	0.61203275645693	7783	0.23847395574982	3	3	0	-7.68837713752555
chr1	123783661	248945575	0.00127952099075943	5806	0.0433151224730528	1.36514175292178	326825	0.518386765825891	6	6	0	-6.86616113820049
chr2	136124	91987666	0.246786935581267	2787	0.111056473686574	0.938824774754354	151514	0.330758323590192	4	3	1	-6.77454521988017
chr2	94190317	95951011	0.489227703602628	87	0.14656269704349	0.883140799424487	3306	0.29047135472163	4	2	2	-6.77005189801605
chr2	95951483	214956856	0.261158278600822	3019	0.107966134098155	0.931920714235016	178665	0.319783702780831	4	3	1	-6.74138501633676
chr2	214968691	242120118	0.00170517787274277	1212	0.0211491283461429	0.687133265257494	56602	0.222392814945498	3	3	0	-6.81369419595326
chr3	176516	75703310	0.336301312725353	2143	0.110166632448164	0.705291897206052	128388	0.228650507275984	3	2	1	-6.83143750732177
chr3	75707567	75739422	0.16300246972698	20	0.123941667094264	0.597814123470205	170	0.198467186071385	5	4	1	-6.99354297567642
chr3	75758873	90051177	0.361455510879214	117	0.110649933354036	0.69046542022425	5110	0.262040233253742	3	2	1	-6.78534581057376
chr3	91404436	198056766	0.330792118219763	2912	0.112613381721331	0.709547304380961	135787	0.244935638212174	3	2	1	-7.01808487556918
chr4	46210	48972171	0.498891510014651	1617	0.0977310329738916	0.939692241716426	73664	0.332531555976349	4	2	2	-6.75941975798723
chr4	49107484	49609124	0.125703501802633	66	0.148260606565626	0.688420984846854	355	0.343011926118288	3	3	0	-7.13648912558615
chr4	51848078	107903083	0.498888012204635	1416	0.0959256676190016	0.945572005981186	70152	0.330964585995989	4	2	2	-6.81277530615349
chr4	107909386	108216370	0.497747124194925	9	0.188353907430784	0.942359635916138	616	0.272417799764535	4	2	2	-6.73352294842769
chr4	108238832	188356309	0.498895597148037	1897	0.0962364359285989	0.939436665659804	87158	0.338784706854334	4	2	2	-6.77230375845481
chr4	188384310	190179679	0.416574669650455	70	0.13273209369121	0.772191158008364	1188	0.301129483807123	3	2	1	-7.07977264584797
chr5	161693	795926	0.0171437799948759	51	0.0793592032297131	0.673418675386281	2143	0.203332855611486	3	3	0	-6.77249444942522
chr5	795949	1285922	0.499285787509715	62	0.0638712451719052	1.38615838619295	3272	0.404394299342751	6	3	3	-6.733186615769
chr5	1362933	2788487	0.0139730671413341	43	0.100826605762957	0.563855367803068	1207	0.213372167945334	2	2	0	-7.36983052057333
