chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr1	185795	1842235	0.332821935866533	181	0.101859104472326	0.856321052754488	9406	0.342749847926389	3	2	1	-6.78836915530923
chr1	1891013	13006683	0.00124537959226007	655	0.0194263979742595	0.787323197060467	37219	0.272384437083138	3	3	0	-6.73618184152301
chr1	13006812	13245418	0.498952319534665	40	0.103991851258669	0.769119152794946	355	0.300551776807084	4	2	2	-6.88526783080015
chr1	13260152	16490636	0.00308202022288873	351	0.038853504222847	0.762515537754694	10748	0.286876238397678	3	3	0	-6.76515991818611
chr1	16507983	16947199	0.498623237551923	209	0.1575529308561	0.891211525084826	2686	0.319740108405389	4	2	2	-6.80370142875781
chr1	17087810	36399791	0.00116384759961935	1146	0.047065792388818	0.7848432512033	69671	0.280135225119591	3	3	0	-6.73856684589039
chr1	36406249	42706151	0.00141623215841502	270	0.0308862663401921	0.552188408259986	14092	0.194643299596791	2	2	0	-6.95534175535653
chr1	42710723	114759773	0.000500729325113414	1937	0.0275018304689137	0.78879806603218	114120	0.268905511219568	3	3	0	-6.73370603502247
chr1	114857319	119932276	0.00258595012998941	68	0.0141404282830505	0.614800418100924	6883	0.217360823608845	2	2	0	-8.0062516366685
chr1	120198071	121012900	0.305745617205108	19	0.177474666670884	0.807961580146267	784	0.322374766831256	3	2	1	-6.75000436124247
chr1	123783661	161544752	0.00254152393561308	1255	0.0587759169142158	1.29870654222002	100115	0.466579958431362	5	5	0	-6.75197370521724
chr1	161547863	161614775	0.0649396617769827	13	0.177359261647955	1.13746241282068	318	0.424767618119616	4	4	0	-6.81374374832247
chr1	161615616	168049602	0.00217117921476623	300	0.0158099114446766	1.28839190030126	13250	0.517994531044429	5	5	0	-6.75071035682664
chr1	168056007	168110315	0.0307097512528772	9	0.212567113584811	1.27865153877684	381	0.446658296807437	5	5	0	-6.74566098685299
chr1	168110703	214423936	0.00108966766206858	2147	0.026637542366295	1.3077640679769	117536	0.507033166556516	5	5	0	-6.73812634075206
chr1	214432030	214595978	0.168063683706254	9	0.149268214968894	1.17482377960113	368	0.51213002433148	5	4	1	-6.76518565121945
chr1	214599877	227423291	0.00237829653295579	633	0.00861353284008843	1.3285499628906	31020	0.520406119374223	5	5	0	-6.78105167941492
chr1	227434663	227507643	0.0620512386290818	9	0.192149753519951	1.23570887625701	141	0.62712853627719	5	5	0	-6.79539653025522
chr1	227654280	248084290	-5.34770747556701e-05	1346	0.0274322421168013	1.28212096740292	59767	0.503307958628735	5	5	0	-6.76546349773766
chr1	248441313	248945575	0.498225656407804	15	0.179329783997448	1.17645919273882	1732	0.36237956128936	4	2	2	-6.76143290377403
chr2	136124	89759477	0.498916492540929	3050	0.0919006191685251	1.06818189909558	172740	0.390526742215298	4	2	2	-6.8076190739209
chr2	89836533	92012829	0.498520092534573	79	0.144293219759001	0.947532999255822	2101	0.382314914652417	4	2	2	-6.83041144012777
chr2	94190317	95939329	0.498651994753253	50	0.108488848293646	1.00816635889367	3607	0.359439562711771	4	2	2	-6.74824114787042
chr2	95939402	95951508	0.498198778454941	43	0.15272392742018	0.75848137770259	145	0.326335165188053	4	2	2	-6.7404317644846
chr2	96130118	97054835	0.499170375145784	28	0.0717225234523324	1.06374789271501	6726	0.339579677062424	4	2	2	-6.73363715081083
chr2	97118440	97164367	0.100343072377816	21	0.133191448316932	1.10793020175286	203	0.327894460241426	8	7	1	-6.85733803334905
chr2	97167456	112220548	0.498857630774403	508	0.0886014048037777	1.05196141404393	28026	0.387513735651318	4	2	2	-6.73315681843517
chr2	112289249	112289971	0.0448118121304618	12	0.0566878748191811	0.972395717809009	22	0.370379508773745	20	19	1	-6.74704377470243
chr2	112365737	214956856	0.498917890315885	2807	0.091927252107596	1.06101493718075	168456	0.375261414064964	4	2	2	-6.76023640032123
chr2	214968691	231791261	0.000547363231344078	558	0.00531409079827732	0.527400276715512	27508	0.167876545904364	2	2	0	-6.74085097242718
chr2	231906633	232520686	0.497771650131507	9	0.20079909805021	0.502316291450221	1346	0.160021975788631	2	1	1	-6.764330982783
chr2	232521258	242120118	0.000736492592262328	516	0.00597116197605805	0.520727374751884	20644	0.165849325849998	2	2	0	-6.76607547766553
chr3	39505	75631061	0.330037033047144	2254	0.105860701745755	0.788623071191952	143073	0.259260954180081	3	2	1	-6.73445099692281
chr3	75664574	75739422	0.34799859998776	69	0.161201796458928	0.603025181005081	365	0.213653164768499	3	2	1	-6.80857993068644
chr3	75928232	90613961	0.334348946692093	124	0.103077469854002	0.762546724318742	5707	0.288384813960747	3	2	1	-6.85830756646443
chr3	91404436	198056766	0.325041829979823	3106	0.105818157903673	0.79218503362209	151318	0.270895526793993	3	2	1	-6.74672144994313
chr4	46210	48810224	0.320837196781754	1470	0.103173331600636	0.781542250574417	65950	0.267930335994215	3	2	1	-6.78339289825846
chr4	49107484	49627330	0.160592079067801	61	0.152901437948686	0.578559220851285	326	0.27559656463207	2	2	0	-7.36764779619662
chr4	51848345	190008438	0.33174491832092	3042	0.110766921063568	0.786278417823271	143612	0.27626437726426	3	2	1	-6.75129441326782
chr4	190020647	190179679	0.356750216768756	21	0.130373912815629	0.572208965239017	162	0.226316854201171	3	2	1	-6.93940588752007
chr5	161693	795926	0.0168429071264358	55	0.0723017572936101	0.738664037049349	2363	0.204955112441624	3	3	0	-6.80528313664644
chr5	795949	1285922	0.499226033923441	64	0.0892426231334005	1.53260861520622	3675	0.436289269859681	6	3	3	-6.73444834325459
chr5	1362933	3128912	0.0131825943210154	49	0.110833219528354	0.623478754842746	1406	0.245615829976329	2	2	0	-7.20728136803109
chr5	3136704	5408461	0.24377754466536	58	0.117893090135743	1.17559933826064	1741	0.749393800526583	4	3	1	-6.76416316332487
chr5	5436496	25124517	0.000693676687085865	284	0.0454187958709234	0.529032787691249	12039	0.208572294198493	2	2	0	-6.74025604101962
chr5	25137457	25572613	0.417404519142359	14	0.0579634689805893	0.980466095369119	162	0.410496506482351	5	3	2	-6.91784462493635
chr5	26194527	27522195	0.00202711158677749	14	0	0.515330966684187	421	0.216786618340804	1	1	0	-Inf
chr5	27575589	34549979	0.498755302129667	222	0.119195370129222	1.22428872274946	10251	0.637475027980428	4	2	2	-6.95923733756139
chr5	34626700	34863115	-0.00319841251747544	9	0	0.557280567680937	496	0.211451373400525	1	1	0	-Inf
chr5	34911809	45847891	0.341034896607711	230	0.102648313699238	0.804204766537291	15576	0.266130738296838	3	2	1	-6.76777711736877
chr5	49601573	49666631	0.0137799921806178	23	0.0521286035142687	0.0603140602742109	65	0.0578178713720939	1	1	0	-13.5120243287133
chr5	50399214	181281775	0.325981584899888	3663	0.109236511407453	0.791017533401072	186632	0.276451325224484	3	2	1	-6.73951637005814
chr6	160049	375460	0.421582185726682	30	0.138757578233556	1.33507384747859	718	0.764780720038764	5	3	2	-6.74755664781117
chr6	375488	3138265	0.14246314771654	196	0.0854160983886854	1.68674103375087	6895	0.856763736491631	7	6	1	-6.75053837687605
chr6	3144592	8381297	0.312689101778361	171	0.101948861432765	0.821082608553105	8231	0.31213712592142	3	2	1	-6.80673169752556
chr6	8403504	10493010	0.187999960304594	76	0.115396621921429	1.31970066884012	2520	0.67027668339505	5	4	1	-6.73953497584723
chr6	10574898	11929216	0.36468053888201	45	0.0965892427663755	0.812094741048951	2833	0.266731193762708	3	2	1	-6.80464703965378
chr6	11944910	28784271	0.189806138539901	817	0.0989382728712468	1.2838819911843	42255	0.520288626719186	5	4	1	-6.76186940297897
chr6	28812895	29397061	0.303100436150481	45	0.0679332188419055	0.762338262587673	1332	0.237568865822274	3	2	1	-6.85717583126784
chr6	29426650	31616050	0.186253646244831	743	0.103818025233259	1.27073096361086	18427	0.419752239414084	5	4	1	-6.75258861593249
chr6	31618965	32418922	0.316299771861433	295	0.0966036511805988	0.786416772887405	10143	0.213175659251224	3	2	1	-6.75178815701249
chr6	32485611	32554993	0.00245040535008989	19	0	0.238437857516342	52	0.216692993237553	1	1	0	-Inf
chr6	32580883	33158438	0.370337714679153	131	0.1216357151942	0.763331532761331	2236	0.216203500322276	3	2	1	-6.79646634077553
chr6	33159513	35270381	0.2160368918596	132	0.0862613786424297	1.30059336830586	15416	0.456635563010727	5	4	1	-6.75452078986663
chr6	35270849	39126664	0.340500882836201	269	0.110681431188336	0.797759737602305	13125	0.28470286862064	3	2	1	-6.73863241503321
chr6	39139319	43528924	0.156618800446625	307	0.092905590379054	1.52521252374213	25551	0.621867472616686	6	5	1	-6.74821103762749
chr6	43626722	45143275	0.254780994709185	72	0.117874146267841	1.05826530050101	4984	0.437251309387088	4	3	1	-6.73415033668176
chr6	45182484	58414704	0.498848885050982	306	0.0959832579868962	0.527733844715149	13837	0.174630372081734	2	1	1	-6.73494807856075
chr6	60283617	170736935	0.498889944301295	2236	0.104042238680328	0.529101601016074	98721	0.182285810862122	2	1	1	-6.7873992432275
chr7	50462	23142130	0.410589676203633	1507	0.106034802415193	1.30352085030974	59420	0.518920156151076	5	3	2	-6.74355627384852
chr7	23152006	58098072	0.332569404465594	1655	0.109139455239305	1.54273819946955	88690	0.647970825262164	6	4	2	-6.7599036290966
chr7	60958067	66707452	0.184260710272999	416	0.122236762617923	1.28468929936095	13165	0.581349747281285	5	4	1	-6.7488135496667
chr7	66726592	100948959	5.68732011274609e-05	1488	0.0722948371904357	1.04894604204458	83172	0.40636181330997	4	4	0	-6.73459229332317
chr7	100951933	100960725	0.133370468670329	88	0.113599168259535	0.820161428492312	696	0.209059740720667	7	6	1	-6.81522144094409
chr7	100960738	100969617	0.498658446403275	64	0.152207153606941	0.917623642587858	320	0.241087298019737	4	2	2	-6.73480366344919
chr7	100969826	152379818	0.00181511262936829	1899	0.0624494774509314	1.02303194348011	114133	0.368391512003889	4	4	0	-6.91342901442787
chr7	152379854	152410518	0.491991353016882	75	0.166300333977659	0.593229283383306	222	0.349148808132775	2	1	1	-6.73658048679525
chr7	152410761	159260734	0.00106004359756739	324	0.0454685926910112	1.01108088644906	12063	0.390939095354163	4	4	0	-6.77673909557576
chr8	232794	12664266	0.400389782432985	865	0.112780480101044	1.24883944396571	21513	0.496159328342717	5	3	2	-6.8146656620219
chr8	12668246	43192450	0.401901865150767	1471	0.09852545154091	1.3087988740311	80361	0.522140919996602	5	3	2	-6.73518589908704
